Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,6773      
Trigger,0         
Start time,2021-04-23,16:30:34
End time,2021-04-23,17:27:01
Trigger time,2021-04-23,16:30:34
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],21,0,21,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,Alarm1-10,AlarmOut
      3321,2021/04/23 16:58:14,  0,+  82.2,+  19.2,+  23.1,+  46.1,LLLLLLLLLL,LLLL
      3322,2021/04/23 16:58:14,500,+  82.4,+  19.2,+  23.1,+  46.1,LLLLLLLLLL,LLLL
      3323,2021/04/23 16:58:15,  0,+  82.2,+  19.1,+  23.2,+  46.2,LLLLLLLLLL,LLLL
      3324,2021/04/23 16:58:15,500,+  82.2,+  19.2,+  23.2,+  46.2,LLLLLLLLLL,LLLL
      3325,2021/04/23 16:58:16,  0,+  82.2,+  19.1,+  23.2,+  46.2,LLLLLLLLLL,LLLL
      3326,2021/04/23 16:58:16,500,+  82.4,+  19.2,+  23.2,+  46.3,LLLLLLLLLL,LLLL
      3327,2021/04/23 16:58:17,  0,+  82.3,+  19.1,+  23.2,+  46.3,LLLLLLLLLL,LLLL
      3328,2021/04/23 16:58:17,500,+  82.4,+  19.1,+  23.2,+  46.3,LLLLLLLLLL,LLLL
      3329,2021/04/23 16:58:18,  0,+  82.3,+  19.1,+  23.1,+  46.2,LLLLLLLLLL,LLLL
      3330,2021/04/23 16:58:18,500,+  82.3,+  19.1,+  23.2,+  46.3,LLLLLLLLLL,LLLL
      3331,2021/04/23 16:58:19,  0,+  82.4,+  19.2,+  23.2,+  46.3,LLLLLLLLLL,LLLL
      3332,2021/04/23 16:58:19,500,+  82.4,+  19.1,+  23.2,+  46.3,LLLLLLLLLL,LLLL
      3333,2021/04/23 16:58:20,  0,+  82.3,+  19.1,+  23.2,+  46.3,LLLLLLLLLL,LLLL
      3334,2021/04/23 16:58:20,500,+  82.4,+  19.1,+  23.2,+  46.3,LLLLLLLLLL,LLLL
      3335,2021/04/23 16:58:21,  0,+  82.2,+  19.1,+  23.3,+  46.3,LLLLLLLLLL,LLLL
      3336,2021/04/23 16:58:21,500,+  82.4,+  19.1,+  23.2,+  46.3,LLLLLLLLLL,LLLL
      3337,2021/04/23 16:58:22,  0,+  82.5,+  19.2,+  23.3,+  46.3,LLLLLLLLLL,LLLL
      3338,2021/04/23 16:58:22,500,+  82.5,+  19.2,+  23.3,+  46.4,LLLLLLLLLL,LLLL
      3339,2021/04/23 16:58:23,  0,+  82.4,+  19.2,+  23.3,+  46.4,LLLLLLLLLL,LLLL
      3340,2021/04/23 16:58:23,500,+  82.4,+  19.2,+  23.3,+  46.5,LLLLLLLLLL,LLLL
      3341,2021/04/23 16:58:24,  0,+  82.4,+  19.2,+  23.3,+  46.6,LLLLLLLLLL,LLLL
      3342,2021/04/23 16:58:24,500,+  82.4,+  19.2,+  23.3,+  46.6,LLLLLLLLLL,LLLL
      3343,2021/04/23 16:58:25,  0,+  82.4,+  19.2,+  23.3,+  46.5,LLLLLLLLLL,LLLL
      3344,2021/04/23 16:58:25,500,+  82.3,+  19.2,+  23.3,+  46.5,LLLLLLLLLL,LLLL
      3345,2021/04/23 16:58:26,  0,+  82.3,+  19.3,+  23.3,+  46.5,LLLLLLLLLL,LLLL
      3346,2021/04/23 16:58:26,500,+  82.3,+  19.3,+  23.3,+  46.5,LLLLLLLLLL,LLLL
      3347,2021/04/23 16:58:27,  0,+  82.4,+  19.2,+  23.3,+  46.5,LLLLLLLLLL,LLLL
      3348,2021/04/23 16:58:27,500,+  82.4,+  19.2,+  23.3,+  46.6,LLLLLLLLLL,LLLL
      3349,2021/04/23 16:58:28,  0,+  82.4,+  19.3,+  23.3,+  46.5,LLLLLLLLLL,LLLL
      3350,2021/04/23 16:58:28,500,+  82.5,+  19.3,+  23.3,+  46.5,LLLLLLLLLL,LLLL
      3351,2021/04/23 16:58:29,  0,+  82.4,+  19.3,+  23.3,+  46.6,LLLLLLLLLL,LLLL
      3352,2021/04/23 16:58:29,500,+  82.5,+  19.3,+  23.2,+  46.6,LLLLLLLLLL,LLLL
      3353,2021/04/23 16:58:30,  0,+  82.5,+  19.3,+  23.3,+  46.6,LLLLLLLLLL,LLLL
      3354,2021/04/23 16:58:30,500,+  82.4,+  19.3,+  23.3,+  46.6,LLLLLLLLLL,LLLL
      3355,2021/04/23 16:58:31,  0,+  82.4,+  19.3,+  23.2,+  46.6,LLLLLLLLLL,LLLL
      3356,2021/04/23 16:58:31,500,+  82.6,+  19.3,+  23.3,+  46.6,LLLLLLLLLL,LLLL
      3357,2021/04/23 16:58:32,  0,+  82.5,+  19.3,+  23.2,+  46.6,LLLLLLLLLL,LLLL
      3358,2021/04/23 16:58:32,500,+  82.6,+  19.2,+  23.2,+  46.6,LLLLLLLLLL,LLLL
      3359,2021/04/23 16:58:33,  0,+  82.5,+  19.2,+  23.2,+  46.6,LLLLLLLLLL,LLLL
      3360,2021/04/23 16:58:33,500,+  82.5,+  19.3,+  23.1,+  46.6,LLLLLLLLLL,LLLL
      3361,2021/04/23 16:58:34,  0,+  82.6,+  19.3,+  23.1,+  46.5,LLLLLLLLLL,LLLL
      3362,2021/04/23 16:58:34,500,+  82.6,+  19.3,+  23.1,+  46.5,LLLLLLLLLL,LLLL
      3363,2021/04/23 16:58:35,  0,+  82.5,+  19.3,+  23.1,+  46.5,LLLLLLLLLL,LLLL
      3364,2021/04/23 16:58:35,500,+  82.6,+  19.3,+  23.1,+  46.4,LLLLLLLLLL,LLLL
      3365,2021/04/23 16:58:36,  0,+  82.5,+  19.2,+  23.1,+  46.4,LLLLLLLLLL,LLLL
      3366,2021/04/23 16:58:36,500,+  82.7,+  19.3,+  23.1,+  46.5,LLLLLLLLLL,LLLL
      3367,2021/04/23 16:58:37,  0,+  82.5,+  19.2,+  23.1,+  46.5,LLLLLLLLLL,LLLL
      3368,2021/04/23 16:58:37,500,+  82.5,+  19.3,+  23.1,+  46.6,LLLLLLLLLL,LLLL
      3369,2021/04/23 16:58:38,  0,+  82.6,+  19.3,+  23.1,+  46.5,LLLLLLLLLL,LLLL
      3370,2021/04/23 16:58:38,500,+  82.5,+  19.2,+  23.1,+  46.5,LLLLLLLLLL,LLLL
      3371,2021/04/23 16:58:39,  0,+  82.6,+  19.3,+  23.1,+  46.5,LLLLLLLLLL,LLLL
      3372,2021/04/23 16:58:39,500,+  82.5,+  19.3,+  23.1,+  46.4,LLLLLLLLLL,LLLL
      3373,2021/04/23 16:58:40,  0,+  82.4,+  19.2,+  23.1,+  46.3,LLLLLLLLLL,LLLL
      3374,2021/04/23 16:58:40,500,+  82.5,+  19.2,+  23.1,+  46.3,LLLLLLLLLL,LLLL
      3375,2021/04/23 16:58:41,  0,+  82.6,+  19.2,+  23.1,+  46.3,LLLLLLLLLL,LLLL
      3376,2021/04/23 16:58:41,500,+  82.4,+  19.2,+  23.1,+  46.3,LLLLLLLLLL,LLLL
      3377,2021/04/23 16:58:42,  0,+  82.4,+  19.2,+  23.1,+  46.3,LLLLLLLLLL,LLLL
      3378,2021/04/23 16:58:42,500,+  82.6,+  19.2,+  23.1,+  46.3,LLLLLLLLLL,LLLL
      3379,2021/04/23 16:58:43,  0,+  82.7,+  19.2,+  23.1,+  46.3,LLLLLLLLLL,LLLL
      3380,2021/04/23 16:58:43,500,+  82.5,+  19.2,+  23.1,+  46.3,LLLLLLLLLL,LLLL
      3381,2021/04/23 16:58:44,  0,+  82.5,+  19.2,+  23.1,+  46.3,LLLLLLLLLL,LLLL
      3382,2021/04/23 16:58:44,500,+  82.5,+  19.2,+  23.1,+  46.3,LLLLLLLLLL,LLLL
      3383,2021/04/23 16:58:45,  0,+  82.6,+  19.2,+  23.1,+  46.4,LLLLLLLLLL,LLLL
      3384,2021/04/23 16:58:45,500,+  82.5,+  19.2,+  23.1,+  46.3,LLLLLLLLLL,LLLL
      3385,2021/04/23 16:58:46,  0,+  82.5,+  19.3,+  23.1,+  46.4,LLLLLLLLLL,LLLL
      3386,2021/04/23 16:58:46,500,+  82.5,+  19.2,+  23.1,+  46.4,LLLLLLLLLL,LLLL
      3387,2021/04/23 16:58:47,  0,+  82.7,+  19.2,+  23.2,+  46.4,LLLLLLLLLL,LLLL
      3388,2021/04/23 16:58:47,500,+  82.6,+  19.2,+  23.1,+  46.4,LLLLLLLLLL,LLLL
      3389,2021/04/23 16:58:48,  0,+  82.6,+  19.2,+  23.1,+  46.4,LLLLLLLLLL,LLLL
      3390,2021/04/23 16:58:48,500,+  82.6,+  19.2,+  23.1,+  46.5,LLLLLLLLLL,LLLL
      3391,2021/04/23 16:58:49,  0,+  82.5,+  19.2,+  23.1,+  46.6,LLLLLLLLLL,LLLL
      3392,2021/04/23 16:58:49,500,+  82.7,+  19.2,+  23.1,+  46.5,LLLLLLLLLL,LLLL
      3393,2021/04/23 16:58:50,  0,+  82.5,+  19.2,+  23.1,+  46.5,LLLLLLLLLL,LLLL
      3394,2021/04/23 16:58:50,500,+  82.7,+  19.2,+  23.1,+  46.5,LLLLLLLLLL,LLLL
      3395,2021/04/23 16:58:51,  0,+  82.6,+  19.2,+  23.1,+  46.6,LLLLLLLLLL,LLLL
      3396,2021/04/23 16:58:51,500,+  82.7,+  19.2,+  23.1,+  46.6,LLLLLLLLLL,LLLL
      3397,2021/04/23 16:58:52,  0,+  82.5,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3398,2021/04/23 16:58:52,500,+  82.5,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3399,2021/04/23 16:58:53,  0,+  82.5,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3400,2021/04/23 16:58:53,500,+  82.7,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3401,2021/04/23 16:58:54,  0,+  82.5,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3402,2021/04/23 16:58:54,500,+  82.6,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3403,2021/04/23 16:58:55,  0,+  82.5,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3404,2021/04/23 16:58:55,500,+  82.7,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3405,2021/04/23 16:58:56,  0,+  82.4,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3406,2021/04/23 16:58:56,500,+  82.8,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3407,2021/04/23 16:58:57,  0,+  82.6,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3408,2021/04/23 16:58:57,500,+  82.5,+  19.1,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3409,2021/04/23 16:58:58,  0,+  82.8,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3410,2021/04/23 16:58:58,500,+  82.8,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3411,2021/04/23 16:58:59,  0,+  82.7,+  19.1,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3412,2021/04/23 16:58:59,500,+  82.7,+  19.1,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3413,2021/04/23 16:59:00,  0,+  82.7,+  19.1,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3414,2021/04/23 16:59:00,500,+  82.6,+  19.1,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3415,2021/04/23 16:59:01,  0,+  82.6,+  19.1,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3416,2021/04/23 16:59:01,500,+  82.5,+  19.1,+  22.9,+  46.7,LLLLLLLLLL,LLLL
      3417,2021/04/23 16:59:02,  0,+  82.6,+  19.0,+  22.9,+  46.7,LLLLLLLLLL,LLLL
      3418,2021/04/23 16:59:02,500,+  82.6,+  19.0,+  22.8,+  46.7,LLLLLLLLLL,LLLL
      3419,2021/04/23 16:59:03,  0,+  82.6,+  19.1,+  22.8,+  46.7,LLLLLLLLLL,LLLL
      3420,2021/04/23 16:59:03,500,+  82.7,+  19.0,+  22.8,+  46.7,LLLLLLLLLL,LLLL
      3421,2021/04/23 16:59:04,  0,+  82.5,+  19.0,+  22.8,+  46.7,LLLLLLLLLL,LLLL
      3422,2021/04/23 16:59:04,500,+  82.6,+  19.0,+  22.8,+  46.7,LLLLLLLLLL,LLLL
      3423,2021/04/23 16:59:05,  0,+  82.5,+  19.0,+  22.8,+  46.7,LLLLLLLLLL,LLLL
      3424,2021/04/23 16:59:05,500,+  82.7,+  19.1,+  22.8,+  46.7,LLLLLLLLLL,LLLL
      3425,2021/04/23 16:59:06,  0,+  82.8,+  19.0,+  22.8,+  46.7,LLLLLLLLLL,LLLL
      3426,2021/04/23 16:59:06,500,+  82.6,+  19.0,+  22.8,+  46.7,LLLLLLLLLL,LLLL
      3427,2021/04/23 16:59:07,  0,+  82.6,+  19.0,+  22.9,+  46.7,LLLLLLLLLL,LLLL
      3428,2021/04/23 16:59:07,500,+  82.6,+  19.1,+  22.9,+  46.7,LLLLLLLLLL,LLLL
      3429,2021/04/23 16:59:08,  0,+  82.6,+  19.1,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3430,2021/04/23 16:59:08,500,+  82.8,+  19.1,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3431,2021/04/23 16:59:09,  0,+  82.8,+  19.1,+  23.0,+  46.8,LLLLLLLLLL,LLLL
      3432,2021/04/23 16:59:09,500,+  82.5,+  19.1,+  23.0,+  46.8,LLLLLLLLLL,LLLL
      3433,2021/04/23 16:59:10,  0,+  82.6,+  19.1,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3434,2021/04/23 16:59:10,500,+  82.7,+  19.1,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3435,2021/04/23 16:59:11,  0,+  82.6,+  19.1,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3436,2021/04/23 16:59:11,500,+  82.7,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3437,2021/04/23 16:59:12,  0,+  82.7,+  19.1,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3438,2021/04/23 16:59:12,500,+  82.6,+  19.1,+  23.1,+  46.9,LLLLLLLLLL,LLLL
      3439,2021/04/23 16:59:13,  0,+  82.6,+  19.1,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3440,2021/04/23 16:59:13,500,+  82.7,+  19.2,+  23.1,+  46.9,LLLLLLLLLL,LLLL
      3441,2021/04/23 16:59:14,  0,+  82.8,+  19.2,+  23.1,+  46.9,LLLLLLLLLL,LLLL
      3442,2021/04/23 16:59:14,500,+  82.7,+  19.1,+  23.1,+  46.9,LLLLLLLLLL,LLLL
      3443,2021/04/23 16:59:15,  0,+  82.7,+  19.1,+  23.1,+  47.0,LLLLLLLLLL,LLLL
      3444,2021/04/23 16:59:15,500,+  82.8,+  19.1,+  23.2,+  46.9,LLLLLLLLLL,LLLL
      3445,2021/04/23 16:59:16,  0,+  82.7,+  19.1,+  23.2,+  47.0,LLLLLLLLLL,LLLL
      3446,2021/04/23 16:59:16,500,+  82.8,+  19.2,+  23.2,+  47.0,LLLLLLLLLL,LLLL
      3447,2021/04/23 16:59:17,  0,+  82.7,+  19.2,+  23.2,+  47.0,LLLLLLLLLL,LLLL
      3448,2021/04/23 16:59:17,500,+  82.7,+  19.2,+  23.3,+  47.0,LLLLLLLLLL,LLLL
      3449,2021/04/23 16:59:18,  0,+  82.9,+  19.2,+  23.2,+  46.9,LLLLLLLLLL,LLLL
      3450,2021/04/23 16:59:18,500,+  82.7,+  19.2,+  23.2,+  46.9,LLLLLLLLLL,LLLL
      3451,2021/04/23 16:59:19,  0,+  82.8,+  19.2,+  23.2,+  46.9,LLLLLLLLLL,LLLL
      3452,2021/04/23 16:59:19,500,+  82.8,+  19.2,+  23.1,+  46.9,LLLLLLLLLL,LLLL
      3453,2021/04/23 16:59:20,  0,+  82.8,+  19.2,+  23.1,+  46.9,LLLLLLLLLL,LLLL
      3454,2021/04/23 16:59:20,500,+  82.7,+  19.2,+  23.1,+  46.9,LLLLLLLLLL,LLLL
      3455,2021/04/23 16:59:21,  0,+  82.7,+  19.2,+  23.1,+  46.9,LLLLLLLLLL,LLLL
      3456,2021/04/23 16:59:21,500,+  82.7,+  19.2,+  23.1,+  46.9,LLLLLLLLLL,LLLL
      3457,2021/04/23 16:59:22,  0,+  82.8,+  19.2,+  23.1,+  46.8,LLLLLLLLLL,LLLL
      3458,2021/04/23 16:59:22,500,+  82.6,+  19.2,+  23.1,+  46.8,LLLLLLLLLL,LLLL
      3459,2021/04/23 16:59:23,  0,+  82.7,+  19.2,+  23.1,+  46.7,LLLLLLLLLL,LLLL
      3460,2021/04/23 16:59:23,500,+  82.7,+  19.2,+  23.1,+  46.7,LLLLLLLLLL,LLLL
      3461,2021/04/23 16:59:24,  0,+  82.7,+  19.2,+  23.1,+  46.7,LLLLLLLLLL,LLLL
      3462,2021/04/23 16:59:24,500,+  83.0,+  19.2,+  23.1,+  46.7,LLLLLLLLLL,LLLL
      3463,2021/04/23 16:59:25,  0,+  82.9,+  19.2,+  23.0,+  46.7,LLLLLLLLLL,LLLL
      3464,2021/04/23 16:59:25,500,+  82.7,+  19.2,+  23.0,+  46.8,LLLLLLLLLL,LLLL
      3465,2021/04/23 16:59:26,  0,+  83.0,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3466,2021/04/23 16:59:26,500,+  82.9,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3467,2021/04/23 16:59:27,  0,+  82.8,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3468,2021/04/23 16:59:27,500,+  82.8,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3469,2021/04/23 16:59:28,  0,+  82.8,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3470,2021/04/23 16:59:28,500,+  82.8,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3471,2021/04/23 16:59:29,  0,+  83.0,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3472,2021/04/23 16:59:29,500,+  82.9,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3473,2021/04/23 16:59:30,  0,+  82.8,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3474,2021/04/23 16:59:30,500,+  83.0,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3475,2021/04/23 16:59:31,  0,+  83.0,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3476,2021/04/23 16:59:31,500,+  82.8,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3477,2021/04/23 16:59:32,  0,+  83.0,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3478,2021/04/23 16:59:32,500,+  82.7,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3479,2021/04/23 16:59:33,  0,+  82.8,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3480,2021/04/23 16:59:33,500,+  82.8,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3481,2021/04/23 16:59:34,  0,+  82.8,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3482,2021/04/23 16:59:34,500,+  83.0,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3483,2021/04/23 16:59:35,  0,+  82.7,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3484,2021/04/23 16:59:35,500,+  82.8,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3485,2021/04/23 16:59:36,  0,+  82.8,+  19.2,+  23.0,+  46.9,LLLLLLLLLL,LLLL
      3486,2021/04/23 16:59:36,500,+  82.8,+  19.2,+  23.0,+  47.0,LLLLLLLLLL,LLLL
      3487,2021/04/23 16:59:37,  0,+  82.9,+  19.2,+  23.0,+  47.0,LLLLLLLLLL,LLLL
      3488,2021/04/23 16:59:37,500,+  82.8,+  19.2,+  23.0,+  47.0,LLLLLLLLLL,LLLL
      3489,2021/04/23 16:59:38,  0,+  82.8,+  19.2,+  23.0,+  47.0,LLLLLLLLLL,LLLL
      3490,2021/04/23 16:59:38,500,+  82.7,+  19.2,+  23.0,+  47.1,LLLLLLLLLL,LLLL
      3491,2021/04/23 16:59:39,  0,+  82.8,+  19.2,+  23.0,+  47.1,LLLLLLLLLL,LLLL
      3492,2021/04/23 16:59:39,500,+  82.7,+  19.2,+  23.0,+  47.2,LLLLLLLLLL,LLLL
      3493,2021/04/23 16:59:40,  0,+  83.0,+  19.2,+  23.0,+  47.2,LLLLLLLLLL,LLLL
      3494,2021/04/23 16:59:40,500,+  83.0,+  19.2,+  23.0,+  47.2,LLLLLLLLLL,LLLL
      3495,2021/04/23 16:59:41,  0,+  82.7,+  19.2,+  23.0,+  47.2,LLLLLLLLLL,LLLL
      3496,2021/04/23 16:59:41,500,+  82.9,+  19.2,+  23.0,+  47.2,LLLLLLLLLL,LLLL
      3497,2021/04/23 16:59:42,  0,+  82.9,+  19.2,+  23.0,+  47.3,LLLLLLLLLL,LLLL
      3498,2021/04/23 16:59:42,500,+  82.8,+  19.2,+  23.0,+  47.2,LLLLLLLLLL,LLLL
      3499,2021/04/23 16:59:43,  0,+  82.7,+  19.2,+  22.9,+  47.3,LLLLLLLLLL,LLLL
      3500,2021/04/23 16:59:43,500,+  82.9,+  19.2,+  23.0,+  47.3,LLLLLLLLLL,LLLL
      3501,2021/04/23 16:59:44,  0,+  82.8,+  19.2,+  23.0,+  47.3,LLLLLLLLLL,LLLL
      3502,2021/04/23 16:59:44,500,+  82.9,+  19.2,+  23.0,+  47.3,LLLLLLLLLL,LLLL
      3503,2021/04/23 16:59:45,  0,+  82.8,+  19.2,+  22.9,+  47.3,LLLLLLLLLL,LLLL
      3504,2021/04/23 16:59:45,500,+  83.0,+  19.2,+  22.9,+  47.3,LLLLLLLLLL,LLLL
      3505,2021/04/23 16:59:46,  0,+  82.8,+  19.2,+  22.9,+  47.3,LLLLLLLLLL,LLLL
      3506,2021/04/23 16:59:46,500,+  83.0,+  19.3,+  23.0,+  47.4,LLLLLLLLLL,LLLL
      3507,2021/04/23 16:59:47,  0,+  82.8,+  19.3,+  23.0,+  47.4,LLLLLLLLLL,LLLL
      3508,2021/04/23 16:59:47,500,+  83.0,+  19.3,+  23.0,+  47.4,LLLLLLLLLL,LLLL
      3509,2021/04/23 16:59:48,  0,+  83.0,+  19.3,+  23.0,+  47.4,LLLLLLLLLL,LLLL
      3510,2021/04/23 16:59:48,500,+  82.8,+  19.3,+  23.0,+  47.4,LLLLLLLLLL,LLLL
      3511,2021/04/23 16:59:49,  0,+  83.0,+  19.3,+  23.0,+  47.3,LLLLLLLLLL,LLLL
      3512,2021/04/23 16:59:49,500,+  83.0,+  19.3,+  23.0,+  47.3,LLLLLLLLLL,LLLL
      3513,2021/04/23 16:59:50,  0,+  82.9,+  19.3,+  23.0,+  47.3,LLLLLLLLLL,LLLL
      3514,2021/04/23 16:59:50,500,+  82.9,+  19.3,+  23.0,+  47.3,LLLLLLLLLL,LLLL
      3515,2021/04/23 16:59:51,  0,+  83.0,+  19.2,+  23.0,+  47.3,LLLLLLLLLL,LLLL
      3516,2021/04/23 16:59:51,500,+  82.9,+  19.2,+  23.0,+  47.3,LLLLLLLLLL,LLLL
      3517,2021/04/23 16:59:52,  0,+  82.7,+  19.2,+  22.9,+  47.3,LLLLLLLLLL,LLLL
      3518,2021/04/23 16:59:52,500,+  82.9,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3519,2021/04/23 16:59:53,  0,+  83.0,+  19.2,+  22.8,+  47.2,LLLLLLLLLL,LLLL
      3520,2021/04/23 16:59:53,500,+  82.7,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3521,2021/04/23 16:59:54,  0,+  83.0,+  19.2,+  22.8,+  47.2,LLLLLLLLLL,LLLL
      3522,2021/04/23 16:59:54,500,+  83.0,+  19.2,+  22.8,+  47.1,LLLLLLLLLL,LLLL
      3523,2021/04/23 16:59:55,  0,+  83.0,+  19.2,+  22.8,+  47.2,LLLLLLLLLL,LLLL
      3524,2021/04/23 16:59:55,500,+  82.9,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3525,2021/04/23 16:59:56,  0,+  83.0,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3526,2021/04/23 16:59:56,500,+  83.0,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3527,2021/04/23 16:59:57,  0,+  82.8,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3528,2021/04/23 16:59:57,500,+  82.8,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3529,2021/04/23 16:59:58,  0,+  83.0,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3530,2021/04/23 16:59:58,500,+  82.8,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3531,2021/04/23 16:59:59,  0,+  83.0,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3532,2021/04/23 16:59:59,500,+  82.8,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3533,2021/04/23 17:00:00,  0,+  83.0,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3534,2021/04/23 17:00:00,500,+  83.0,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3535,2021/04/23 17:00:01,  0,+  82.8,+  19.2,+  22.9,+  47.2,LLLLLLLLLL,LLLL
      3536,2021/04/23 17:00:01,500,+  83.0,+  19.2,+  23.0,+  47.3,LLLLLLLLLL,LLLL
      3537,2021/04/23 17:00:02,  0,+  82.8,+  19.2,+  23.0,+  47.3,LLLLLLLLLL,LLLL
      3538,2021/04/23 17:00:02,500,+  82.9,+  19.3,+  23.1,+  47.3,LLLLLLLLLL,LLLL
      3539,2021/04/23 17:00:03,  0,+  83.0,+  19.2,+  23.1,+  47.4,LLLLLLLLLL,LLLL
      3540,2021/04/23 17:00:03,500,+  82.7,+  19.2,+  23.1,+  47.4,LLLLLLLLLL,LLLL
      3541,2021/04/23 17:00:04,  0,+  83.0,+  19.2,+  23.1,+  47.4,LLLLLLLLLL,LLLL
      3542,2021/04/23 17:00:04,500,+  82.8,+  19.2,+  23.1,+  47.4,LLLLLLLLLL,LLLL
      3543,2021/04/23 17:00:05,  0,+  83.0,+  19.4,+  23.1,+  47.4,LLLLLLLLLL,LLLL
      3544,2021/04/23 17:00:05,500,+  83.2,+  19.3,+  23.1,+  47.5,LLLLLLLLLL,LLLL
      3545,2021/04/23 17:00:06,  0,+  82.9,+  19.4,+  23.1,+  47.4,LLLLLLLLLL,LLLL
      3546,2021/04/23 17:00:06,500,+  83.0,+  19.4,+  23.2,+  47.5,LLLLLLLLLL,LLLL
